"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId","concurrency"
"2025-08-31 04:13:03",1756613583762,"smart-business-docs-ai-dev.vercel.app/api/admin/dashboard","GET","",-1,"h2w7t-1756613578478-3f4dd1b447b1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","info","production","development","","lambda","/api/admin/dashboard","smart-business-docs-ai-dev.vercel.app","smart-business-docs-ai-dev.vercel.app","dpl_CpQnxQW3ToyCdcUrzDXkxn6VuZa9",-1,"iad1",-1,-1,"prisma:error 
Invalid `prisma.user.count()` invocation:


Can't reach database server at `aws-1-eu-central-1.pooler.supabase.com:5432`

Please make sure your database server is running at `aws-1-eu-central-1.pooler.supabase.com:5432`.","prj_hvQeIBf6CH5RiunUsKTT4QaCJdDd","","","01K3Z583YW6QCBHWCBMQ3GYKQA","",-1
"2025-08-31 04:13:03",1756613583762,"smart-business-docs-ai-dev.vercel.app/api/admin/dashboard","GET","",-1,"h2w7t-1756613578478-3f4dd1b447b1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","info","production","development","","lambda","/api/admin/dashboard","smart-business-docs-ai-dev.vercel.app","smart-business-docs-ai-dev.vercel.app","dpl_CpQnxQW3ToyCdcUrzDXkxn6VuZa9",-1,"iad1",-1,-1,"prisma:error 
Invalid `prisma.user.count()` invocation:


Can't reach database server at `aws-1-eu-central-1.pooler.supabase.com:5432`

Please make sure your database server is running at `aws-1-eu-central-1.pooler.supabase.com:5432`.","prj_hvQeIBf6CH5RiunUsKTT4QaCJdDd","","","01K3Z583YW6QCBHWCBMQ3GYKQA","",-1
"2025-08-31 04:13:03",1756613583762,"smart-business-docs-ai-dev.vercel.app/api/admin/dashboard","GET","",-1,"h2w7t-1756613578478-3f4dd1b447b1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","info","production","development","","lambda","/api/admin/dashboard","smart-business-docs-ai-dev.vercel.app","smart-business-docs-ai-dev.vercel.app","dpl_CpQnxQW3ToyCdcUrzDXkxn6VuZa9",-1,"iad1",-1,-1,"prisma:error 
Invalid `prisma.feedback.count()` invocation:


Can't reach database server at `aws-1-eu-central-1.pooler.supabase.com:5432`

Please make sure your database server is running at `aws-1-eu-central-1.pooler.supabase.com:5432`.","prj_hvQeIBf6CH5RiunUsKTT4QaCJdDd","","","01K3Z583YW6QCBHWCBMQ3GYKQA","",-1
"2025-08-31 04:12:58",1756613578742,"smart-business-docs-ai-dev.vercel.app/api/admin/dashboard","GET","",-1,"h2w7t-1756613578478-3f4dd1b447b1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","info","production","development","","lambda","/api/admin/dashboard","smart-business-docs-ai-dev.vercel.app","smart-business-docs-ai-dev.vercel.app","dpl_CpQnxQW3ToyCdcUrzDXkxn6VuZa9",-1,"iad1",-1,-1,"[Dashboard] Admin access verified, starting database queries","prj_hvQeIBf6CH5RiunUsKTT4QaCJdDd","","","01K3Z583YW6QCBHWCBMQ3GYKQA","",-1
"2025-08-31 04:12:58",1756613578742,"smart-business-docs-ai-dev.vercel.app/api/admin/dashboard","GET","",-1,"h2w7t-1756613578478-3f4dd1b447b1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","info","production","development","","lambda","/api/admin/dashboard","smart-business-docs-ai-dev.vercel.app","smart-business-docs-ai-dev.vercel.app","dpl_CpQnxQW3ToyCdcUrzDXkxn6VuZa9",-1,"iad1",-1,-1,"[AuthVerify] Admin access granted for: admin@smartdocs.ai Role: super_admin IsFallback: true","prj_hvQeIBf6CH5RiunUsKTT4QaCJdDd","","","01K3Z583YW6QCBHWCBMQ3GYKQA","",-1
"2025-08-31 04:12:58",1756613578741,"smart-business-docs-ai-dev.vercel.app/api/admin/dashboard","GET","",-1,"h2w7t-1756613578478-3f4dd1b447b1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","info","production","development","","lambda","/api/admin/dashboard","smart-business-docs-ai-dev.vercel.app","smart-business-docs-ai-dev.vercel.app","dpl_CpQnxQW3ToyCdcUrzDXkxn6VuZa9",-1,"iad1",-1,-1,"[AuthVerify] JWT decoded successfully: {
  email: 'admin@smartdocs.ai',
  role: 'super_admin',
  isFallbackUser: true
}","prj_hvQeIBf6CH5RiunUsKTT4QaCJdDd","","","01K3Z583YW6QCBHWCBMQ3GYKQA","",-1
"2025-08-31 04:12:58",1756613578741,"smart-business-docs-ai-dev.vercel.app/api/admin/dashboard","GET","",-1,"h2w7t-1756613578478-3f4dd1b447b1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","info","production","development","","lambda","/api/admin/dashboard","smart-business-docs-ai-dev.vercel.app","smart-business-docs-ai-dev.vercel.app","dpl_CpQnxQW3ToyCdcUrzDXkxn6VuZa9",-1,"iad1",-1,-1,"[AuthVerify] Found session token with name: __Secure-next-auth.session-token","prj_hvQeIBf6CH5RiunUsKTT4QaCJdDd","","","01K3Z583YW6QCBHWCBMQ3GYKQA","",-1
"2025-08-31 04:12:58",1756613578740,"smart-business-docs-ai-dev.vercel.app/api/admin/dashboard","GET","",-1,"h2w7t-1756613578478-3f4dd1b447b1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","info","production","development","","lambda","/api/admin/dashboard","smart-business-docs-ai-dev.vercel.app","smart-business-docs-ai-dev.vercel.app","dpl_CpQnxQW3ToyCdcUrzDXkxn6VuZa9",-1,"iad1",-1,-1,"[Dashboard] Starting admin access check","prj_hvQeIBf6CH5RiunUsKTT4QaCJdDd","","","01K3Z583YW6QCBHWCBMQ3GYKQA","",-1
"2025-08-31 04:12:58",1756613578716,"smart-business-docs-ai-dev.vercel.app/api/admin/dashboard","GET","",200,"h2w7t-1756613578478-3f4dd1b447b1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","info","production","development","","lambda","/api/admin/dashboard","smart-business-docs-ai-dev.vercel.app","smart-business-docs-ai-dev.vercel.app","dpl_CpQnxQW3ToyCdcUrzDXkxn6VuZa9",5038,"iad1",140,2048,"","prj_hvQeIBf6CH5RiunUsKTT4QaCJdDd","","","01K3Z583YW6QCBHWCBMQ3GYKQA","5CU9eQ1nesm6",1
"2025-08-31 04:12:58",1756613578483,"smart-business-docs-ai-dev.vercel.app/api/admin/dashboard","GET","",200,"h2w7t-1756613578478-3f4dd1b447b1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","info","production","development","","edge-middleware","/src/middleware","smart-business-docs-ai-dev.vercel.app","smart-business-docs-ai-dev.vercel.app","dpl_CpQnxQW3ToyCdcUrzDXkxn6VuZa9",-1,"fra1",-1,-1,"","prj_hvQeIBf6CH5RiunUsKTT4QaCJdDd","","","01K3Z583QKNXTEYP0K3CYJFBEH","x1N9H4Rhq8KR",-1
"2025-08-31 04:12:57",1756613577329,"smart-business-docs-ai-dev.vercel.app/en/admin","GET","",-1,"9cfrm-1756613577003-b269c72f5647","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","info","production","development","","lambda","/[locale]/admin","smart-business-docs-ai-dev.vercel.app","smart-business-docs-ai-dev.vercel.app","dpl_CpQnxQW3ToyCdcUrzDXkxn6VuZa9",-1,"iad1",-1,-1,"[AdminLayout] JWT verification result: GRANTED","prj_hvQeIBf6CH5RiunUsKTT4QaCJdDd","","","01K3Z582GP23QBA8NTTDEQ0DZX","",-1
"2025-08-31 04:12:57",1756613577329,"smart-business-docs-ai-dev.vercel.app/en/admin","GET","",-1,"9cfrm-1756613577003-b269c72f5647","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","info","production","development","","lambda","/[locale]/admin","smart-business-docs-ai-dev.vercel.app","smart-business-docs-ai-dev.vercel.app","dpl_CpQnxQW3ToyCdcUrzDXkxn6VuZa9",-1,"iad1",-1,-1,"[AuthVerify] Admin access granted for: admin@smartdocs.ai Role: super_admin IsFallback: true","prj_hvQeIBf6CH5RiunUsKTT4QaCJdDd","","","01K3Z582GP23QBA8NTTDEQ0DZX","",-1
"2025-08-31 04:12:57",1756613577329,"smart-business-docs-ai-dev.vercel.app/en/admin","GET","",-1,"9cfrm-1756613577003-b269c72f5647","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","info","production","development","","lambda","/[locale]/admin","smart-business-docs-ai-dev.vercel.app","smart-business-docs-ai-dev.vercel.app","dpl_CpQnxQW3ToyCdcUrzDXkxn6VuZa9",-1,"iad1",-1,-1,"[AuthVerify] JWT decoded successfully: {
  email: 'admin@smartdocs.ai',
  role: 'super_admin',
  isFallbackUser: true
}","prj_hvQeIBf6CH5RiunUsKTT4QaCJdDd","","","01K3Z582GP23QBA8NTTDEQ0DZX","",-1
"2025-08-31 04:12:57",1756613577327,"smart-business-docs-ai-dev.vercel.app/en/admin","GET","",-1,"9cfrm-1756613577003-b269c72f5647","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","info","production","development","","lambda","/[locale]/admin","smart-business-docs-ai-dev.vercel.app","smart-business-docs-ai-dev.vercel.app","dpl_CpQnxQW3ToyCdcUrzDXkxn6VuZa9",-1,"iad1",-1,-1,"[AuthVerify] Found session token with name: __Secure-next-auth.session-token","prj_hvQeIBf6CH5RiunUsKTT4QaCJdDd","","","01K3Z582GP23QBA8NTTDEQ0DZX","",-1
"2025-08-31 04:12:57",1756613577320,"smart-business-docs-ai-dev.vercel.app/en/admin","GET","",-1,"9cfrm-1756613577003-b269c72f5647","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","info","production","development","","lambda","/[locale]/admin","smart-business-docs-ai-dev.vercel.app","smart-business-docs-ai-dev.vercel.app","dpl_CpQnxQW3ToyCdcUrzDXkxn6VuZa9",-1,"iad1",-1,-1,"[AdminLayout] Checking admin access with direct JWT verification...","prj_hvQeIBf6CH5RiunUsKTT4QaCJdDd","","","01K3Z582GP23QBA8NTTDEQ0DZX","",-1
"2025-08-31 04:12:57",1756613577238,"smart-business-docs-ai-dev.vercel.app/en/admin","GET","",200,"9cfrm-1756613577003-b269c72f5647","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","info","production","development","","lambda","/[locale]/admin","smart-business-docs-ai-dev.vercel.app","smart-business-docs-ai-dev.vercel.app","dpl_CpQnxQW3ToyCdcUrzDXkxn6VuZa9",108,"iad1",133,2048,"","prj_hvQeIBf6CH5RiunUsKTT4QaCJdDd","","","01K3Z582GP23QBA8NTTDEQ0DZX","rAMd0ZU6TMD3",1
"2025-08-31 04:12:57",1756613577007,"smart-business-docs-ai-dev.vercel.app/en/admin","GET","",200,"9cfrm-1756613577003-b269c72f5647","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","info","production","development","","edge-middleware","/src/middleware","smart-business-docs-ai-dev.vercel.app","smart-business-docs-ai-dev.vercel.app","dpl_CpQnxQW3ToyCdcUrzDXkxn6VuZa9",-1,"fra1",-1,-1,"","prj_hvQeIBf6CH5RiunUsKTT4QaCJdDd","","","01K3Z5829F1DZ0AY85V5X42SKB","q87ifNM0hMIk",-1
"2025-08-31 04:09:43",1756613383515,"smart-business-docs-ai-dev.vercel.app/api/admin/dashboard","GET","",-1,"ld8rk-1756613378228-030e0d19dac7","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","error","production","development","","lambda","/api/admin/dashboard","smart-business-docs-ai-dev.vercel.app","smart-business-docs-ai-dev.vercel.app","dpl_6HquZXbzenAJA19diFRfvyGBPfZs",-1,"iad1",-1,-1,"Dashboard API error: {
  message: '\n' +
    'Invalid `prisma.user.count()` invocation:\n' +
    '\n' +
    '\n' +
    ""Can't reach database server at `aws-1-eu-central-1.pooler.supabase.com:5432`\n"" +
    '\n' +
    'Please make sure your database server is running at `aws-1-eu-central-1.pooler.supabase.com:5432`.',
  name: 'PrismaClientInitializationError',
  stack: 'PrismaClientInitializationError: \n' +
    'Invalid `prisma.user.count()` invocation:\n' +
    '\n' +
    '\n' +
    ""Can't reach database server at `aws-1-eu-central-1.pooler.supabase.com:5432`\n"" +
    '\n' +
    'Please make sure your database server is running at `aws-1-eu-central-1.pooler.supabase.com:5432`.\n' +
    '    at ei.handleRequestError (/var/task/brd-prd-app/node_modules/@prisma/client/runtime/library.js:121:7583)\n' +
    '    at ei.handleAndLogRequestError (/var/task/brd-prd-app/node_modules/@prisma/client/runtime/library.js:121:6608)\n' +
    '    at ei.request (/var/task/brd-prd-app/node_modules/@prisma/client/runtime/library.js:121:6315)\n' +
    '    at async a (/var/task/brd-prd-app/node_modules/@prisma/client/runtime/library.js:130:9551)\n' +
    '    at async Promise.all (index 0)\n' +
    '    at async x (/var/task/brd-prd-app/.next/server/app/api/admin/dashboard/route.js:1:9697)\n' +
    '    at async rN.do (/var/task/brd-prd-app/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:5:21042)\n' +
    '    at async rN.handle (/var/task/brd-prd-app/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:5:25860)\n' +
    '    at async k (/var/task/brd-prd-app/.next/server/app/api/admin/dashboard/route.js:1:13846)\n' +
    '    at async rN.handleResponse (/var/task/brd-prd-app/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:1:105630)',
  timestamp: '2025-08-31T04:09:43.514Z'
}","prj_hvQeIBf6CH5RiunUsKTT4QaCJdDd","","","01K3Z520CF17VKBD69AB73E6QA","",-1
"2025-08-31 04:09:43",1756613383514,"smart-business-docs-ai-dev.vercel.app/api/admin/dashboard","GET","",-1,"ld8rk-1756613378228-030e0d19dac7","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","info","production","development","","lambda","/api/admin/dashboard","smart-business-docs-ai-dev.vercel.app","smart-business-docs-ai-dev.vercel.app","dpl_6HquZXbzenAJA19diFRfvyGBPfZs",-1,"iad1",-1,-1,"prisma:error 
Invalid `prisma.user.findMany()` invocation:


Can't reach database server at `aws-1-eu-central-1.pooler.supabase.com:5432`

Please make sure your database server is running at `aws-1-eu-central-1.pooler.supabase.com:5432`.","prj_hvQeIBf6CH5RiunUsKTT4QaCJdDd","","","01K3Z520CF17VKBD69AB73E6QA","",-1
"2025-08-31 04:09:43",1756613383514,"smart-business-docs-ai-dev.vercel.app/api/admin/dashboard","GET","",-1,"ld8rk-1756613378228-030e0d19dac7","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","info","production","development","","lambda","/api/admin/dashboard","smart-business-docs-ai-dev.vercel.app","smart-business-docs-ai-dev.vercel.app","dpl_6HquZXbzenAJA19diFRfvyGBPfZs",-1,"iad1",-1,-1,"prisma:error 
Invalid `prisma.user.count()` invocation:


Can't reach database server at `aws-1-eu-central-1.pooler.supabase.com:5432`

Please make sure your database server is running at `aws-1-eu-central-1.pooler.supabase.com:5432`.","prj_hvQeIBf6CH5RiunUsKTT4QaCJdDd","","","01K3Z520CF17VKBD69AB73E6QA","",-1
